"",".id","year","scenario","qimd","friendly_name","baseline","serial_ensemble","parallel_ensemble","parallel_ensemble_wt","init_year","cancel_program","annual_coverage","annual_coverage_cost","annual_uptake","annual_uptake_cost","antihtn_px","statin_px","prescription_target","lifestyle_target","lifestyle_target_cost","cpp_chd","dpp_chd","cpp_stroke","dpp_stroke","dpp_other","net_utility","net_cost","sei","rei","cpp_t2dm","cpp_af","cpp_lc","cpp_chd_cml","cpp_stroke_cml","cpp_t2dm_cml","cpp_af_cml","cpp_lc_cml","dpp_chd_cml","dpp_stroke_cml","dpp_other_cml","net_utility_cml","net_cost_cml","nmb_cml"
"228",3,2019,"sc2","3","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,-2,1,-2,-1,-2,-1.15756507876435,-14530.1040944896,254.413570185214,6.55908719995535e-05,-1,-1,-0.2,-6,-2,-3,-1,-1,5,1,0,5.28366128564681,9017.52288077603,96655.7028321602
"229",3,2019,"sc2","4","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,2,0,1,-2,-2,2.48337299547183,16789.4087430345,303.725865066308,-1.80050440888599e-05,1,0.5,0.2,2,4,1,2,0,-1,-3,5,6.27030490763733,51774.5515001381,73631.5466526085
"230",3,2019,"sc2","5","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,1,-2,0,2,0,3.56796911472714,19462.0278046479,-79.1752384113107,2.01450359805598e-05,0.5,0,0.1,-2,4,-1,2,0,-3,1,-4,4.48006839916989,40047.7011903933,49553.6667930044
"231",4,2019,"sc1","1","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,2,1,1,-1,1,-0.79505590773791,48756.5723393782,33.4096017941543,1.98634535987205e-05,1,0.5,0.2,4,11,2,6,0,1,-4,2,-0.870042749250264,117956.182424248,-135357.037409253
"232",4,2019,"sc1","2","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,-2,0,-1,0,2,-2.27869086294502,19504.8289818718,229.844080322854,1.03817887105739e-05,-1,-0.5,-0.2,-4,1,-2,0,0,0,-1,9,-1.6879040648309,29091.8471404094,-62849.9284370274
"233",4,2019,"sc1","3","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,-1,0,-1,0,0,0.964035892986302,-8580.97746558995,42.8148556646692,5.41559361412686e-05,-0.5,-0.5,-0.1,5,-2,2,-1,0,3,0,3,0.993572715559938,36757.5411098407,-16886.086798642
"234",4,2019,"sc1","4","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,1,-1,2,-2,-2,-0.737835293159922,36187.8611917442,173.801192464487,-2.77858576156634e-05,0.5,1,0.1,-1,-1,0,0,0,1,-4,-3,-3.67851513614722,50101.8424381011,-123672.145161046
"235",4,2019,"sc1","5","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,2,1,-1,-1,0,-0.924568487539521,7364.81919600029,-70.3988563993864,3.56221291903957e-06,1,-0.5,0.2,0,-2,0,-1,0,5,-5,0,-2.12782979436281,32229.761630304,-74786.3575175603
"236",4,2019,"sc2","1","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,2,0,0,-2,-4,3.9374567491188,42689.9143127851,-23.971314754392,2.95377797246389e-05,1,0,0.2,10,4,5,2,1,2,-2,-1,7.09955026884308,154940.97087444,-12949.9654975788
"237",4,2019,"sc2","2","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,2,1,2,-1,-1,1.16755736781092,10767.5842143958,15.0931855414596,0.00017959518488972,1,1,0.2,7,3,4,2,1,0,-3,-4,-0.747371345674433,39606.8465343708,-54554.2734478594
"238",4,2019,"sc2","3","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,2,-1,0,3,0,-0.0949993342673697,13144.0935241094,80.0881773483209,5.05087979915302e-05,1,0,0.2,-3,-2,-2,-1,0,-4,6,-5,-3.65184105186761,18519.1256572426,-91555.9466945949
"239",4,2019,"sc2","4","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,-1,0,-2,0,2,-1.16814495478978,4241.09664476342,-22.1333702898584,-3.59361874925086e-05,-0.5,-1,-0.1,2,2,1,1,0,-4,-2,-1,-1.79444078725446,24562.6492835533,-60451.4650286425
"240",4,2019,"sc2","5","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,1,0,-1,-2,-2,-0.684200073507339,6096.99990969008,26.9449529535841,-5.34762931935162e-05,0.5,-0.5,0.1,-2,-4,-1,-2,0,1,-2,-2,-2.96505616392177,8352.85307946942,-67653.9763579048
"241",5,2019,"sc1","1","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,7,0,3,1,3,1.25621720472401,35586.0838007406,178.165930619116,-5.78289847453955e-06,3.5,1.5,0.7,18,2,9,1,2,0,4,0,5.39260686581041,108295.275778045,-443.138461837283
"242",5,2019,"sc1","2","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,2,-1,3,0,-2,-1.3343238915605,15783.7171729106,-93.0774300374846,-5.55625251215101e-05,1,1.5,0.2,2,4,1,2,0,-2,0,4,-2.10768832477233,15074.1469919073,-57227.9134873539
"243",5,2019,"sc1","3","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,0,0,3,-2,4,0.107219720661863,21192.1862795789,28.0899296367779,-1.91293026721252e-05,0,1.5,0,2,5,1,2,0,-3,0,2,1.51771937127822,49540.0977255083,-19185.710299944
"244",5,2019,"sc1","4","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,3,2,-1,-2,-2,-0.771450935681518,-3249.02002183556,64.0150169922853,-4.66398050550465e-05,1.5,-0.5,0.3,5,0,2,0,0,1,0,-3,-2.26555247392013,-34933.5489784973,-10377.5004999054
"245",5,2019,"sc1","5","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,-1,-1,-2,1,-3,-0.763902800064262,-15726.230644026,39.955859251765,-3.21543927337516e-05,-0.5,-1,-0.1,-2,2,-1,1,0,-3,-2,-6,2.10148508266014,12639.1060238677,29390.5956293351
"246",5,2019,"sc2","1","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,2,-1,3,3,-2,3.20191172672316,16618.0077917166,-61.1290478973863,-9.74898256743499e-05,1,1.5,0.2,9,8,4,4,1,-4,2,-5,4.88628385239002,114823.467637413,-17097.7905896129
"247",5,2019,"sc2","2","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,3,-1,3,0,-2,0.61407703593635,-3027.33591916703,137.772728329428,2.85819699297946e-05,1.5,1.5,0.3,5,2,2,1,1,-3,5,-2,-2.66968179655538,525.692517398938,-53919.3284485065
"248",5,2019,"sc2","3","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,4,-1,1,1,2,3.31442293511093,-10196.6615339392,39.4653616948615,-5.35132954332479e-05,2,0.5,0.4,5,2,2,1,0,-3,-1,-1,4.32203984997071,28476.1379586504,57964.6590407639
"249",5,2019,"sc2","4","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,2,0,-2,2,2,-1.17054517444986,-3247.58051091896,157.961585697695,-0.00022054992112749,1,-1,0.2,4,-1,2,0,0,0,2,0,0.464322702633304,1283.96340996974,8002.49064269634
"250",5,2019,"sc2","5","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,-1,-2,0,0,1,-1.66080660773404,-2198.31273921318,287.996974038986,6.95898252927258e-06,-0.5,0,-0.1,2,0,1,0,0,-5,-3,4,-4.80840044940399,11534.5362328738,-107702.545220954
"251",6,2019,"sc1","1","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,2,-2,-2,0,3,0.835439746644363,39667.7586970191,75.9669254380467,2.717468943003e-05,1,-1,0.2,9,7,4,4,1,-3,0,3,1.02016598861526,83882.1066759939,-63478.7869036886
"252",6,2019,"sc1","2","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,3,1,0,1,4,2.71539411560399,28261.6207912676,842.901631493779,7.3099151436176e-05,1.5,0,0.3,1,1,0,0,0,-3,1,3,1.21434731748754,82083.0021622591,-57796.0558125083
"253",6,2019,"sc1","3","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,0,1,4,0,5,-1.89127867660541,-63.4707988728653,-34.8468282650604,5.005567452483e-05,0,2,0,-1,7,0,4,0,2,2,2,6.60555632826006,25969.8467031226,106141.279862079
"254",6,2019,"sc1","4","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,2,3,2,0,-1,2.02573416398206,32749.1545397237,22.1370053308955,6.32926028706657e-06,1,1,0.2,0,3,0,2,0,2,-2,4,6.28837943451158,1586.13296156978,124181.455728662
"255",6,2019,"sc1","5","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,2,0,2,-2,-1,2.38816550455094,-34320.324256864,-97.4107339876434,1.72578888485793e-05,1,1,0.2,3,1,2,0,0,-1,-3,-2,2.23797744454201,-15367.942593751,60127.4914845913
"256",6,2019,"sc2","1","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,2,-1,-2,-2,-1,1.20749602169702,23881.6002370697,390.464290851959,0.000200930507087736,1,-1,0.2,9,4,4,2,1,-2,-1,1,1.83373835674888,93755.6136061834,-57080.8464712058
"257",6,2019,"sc2","2","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,-1,-2,0,2,-2,0.490893384914951,-7530.26929028507,205.743247014738,5.34401800954008e-05,-0.5,0,-0.1,-1,1,0,0,0,-5,3,-4,-0.615126142010379,33795.9350863561,-46098.4579265637
"258",6,2019,"sc2","3","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,0,-1,0,-1,4,3.39375601918614,-5894.85844077082,-197.267421195816,-0.000254753000739693,0,0,0,0,2,0,1,0,-3,-1,10,9.88342779774005,47908.7931027342,149759.762852067
"259",6,2019,"sc2","4","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,-2,1,1,-1,-3,-0.484165131836938,3716.19841168138,346.97882694209,2.80077524829943e-05,-1,0.5,-0.2,-4,3,-2,2,0,-1,3,-3,0.444125526633863,12638.7949608887,-3756.28442821146
"260",6,2019,"sc2","5","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,1,-2,-1,1,1,0.336829593045659,-44858.3420498638,407.509546571861,3.48664750959035e-05,0.5,-0.5,0.1,6,1,3,0,1,-5,2,9,-0.611309847481775,-65232.1475456857,53005.9505960502
"261",7,2019,"sc1","1","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,5,-2,2,4,-1,3.50734133104146,-1730.72650443989,234.322494936578,-1.6093645851193e-05,2.5,1,0.5,10,4,5,2,1,0,6,5,0.767533496658281,75697.4073713463,-60346.7374381807
"262",7,2019,"sc1","2","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,-1,1,4,-1,-1,0.552128846337821,9502.61132409948,102.837975057625,8.93193866401532e-05,-0.5,2,-0.1,1,6,0,3,0,1,0,-1,-0.383596624299616,12088.7104002199,-19760.6428862122
"263",7,2019,"sc1","3","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,3,1,2,-1,1,1.96491413814784,11936.7010943377,-131.955405409781,0.000101471519272442,1.5,1,0.3,7,1,4,0,1,1,0,5,6.67380676711253,-23533.3846877604,157009.520030011
"264",7,2019,"sc1","4","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,1,1,0,0,-4,-2.39854363313236,-173.228017459683,35.4089522921446,8.62830601464462e-05,0.5,0,0.1,6,2,3,1,1,0,3,-3,-3.12211637061947,48717.578825526,-111159.906237915
"265",7,2019,"sc1","5","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,2,-1,1,4,2,-1.74394108846331,16845.790565793,-38.6028547452343,8.92196077961109e-05,1,0.5,0.2,1,0,0,0,0,2,3,3,-2.29635619778871,45536.5958353791,-91463.7197911533
"266",7,2019,"sc2","1","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,7,1,0,0,0,1.78160003592213,15083.6758073395,-59.5100103642763,-5.22376770422702e-05,3.5,0,0.7,7,0,4,0,1,1,2,-5,2.81660572190697,26653.6298400769,29678.4845980624
"267",7,2019,"sc2","2","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,-1,0,1,0,2,-2.63356941371551,-6823.13311822107,300.183150158011,-1.22352118388629e-05,-0.5,0.5,-0.1,6,-1,3,0,1,5,4,4,-5.91912020804431,10679.9492357031,-129062.353396589
"268",7,2019,"sc2","3","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,0,-1,-1,1,-1,1.98726236161364,2078.28347600099,25.8262974864412,4.51547591544229e-05,0,-0.5,0,0,-1,0,0,0,-1,-2,-1,2.07074918763441,-27560.7378395501,68975.7215922383
"269",7,2019,"sc2","4","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,-1,-1,2,1,-1,2.86822717896723,-28392.6090256747,-26.4089570075226,8.13738338102477e-05,-0.5,1,-0.1,-1,3,0,2,0,-4,0,3,1.49716152587795,35984.0837473135,-6040.85322975443
"270",7,2019,"sc2","5","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,1,-2,1,2,4,-1.89544700401867,-2892.3002118051,100.310133482521,1.8142958742146e-06,0.5,0.5,0.1,1,3,0,2,0,-5,3,4,4.34149836014295,31137.4707271986,55692.4964756605
"271",8,2019,"sc1","1","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,-1,-2,-1,-2,-3,5.74479973264084,-2339.71117502509,-50.0272556515988,4.20429241262267e-05,-0.5,-0.5,-0.1,3,0,2,0,0,-5,-5,2,4.1791395903059,84982.1350339992,-1399.3432278813
"272",8,2019,"sc1","2","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,0,2,-1,1,-2,2.25198801740357,-76242.9872436636,-71.402206190464,0.000110434476929314,0,-0.5,0,-2,2,-1,1,0,1,1,-4,3.67274428656418,-34953.2408408263,108408.12657211
"273",8,2019,"sc1","3","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,2,-1,1,1,0,0.667946892528589,21637.8641631095,34.6408258569977,5.82522123582828e-05,1,0.5,0.2,3,3,2,2,0,-2,1,-2,2.39215902674879,32013.0374404881,15830.1430944877
"274",8,2019,"sc1","4","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,3,2,-2,1,1,0.200037210615476,-19613.846863181,257.23947756067,3.91408727189369e-05,1.5,-1,0.3,6,0,3,0,1,-1,2,1,-1.77452085566235,-5001.31052365018,-30489.1065895968
"275",8,2019,"sc1","5","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,-1,2,-2,-1,-1,6.23862952898731,22975.8763202391,-32.4558345844956,-6.47910424478586e-05,-0.5,-1,-0.1,-2,-3,-1,-2,0,1,0,-3,13.3068704575437,2947.43706196168,263189.972088913
"276",8,2019,"sc2","1","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,4,1,3,1,-1,-1.69237036112624,25729.2014057334,46.93011781166,8.92949267637883e-05,2,1.5,0.4,9,3,4,2,1,1,5,-2,-0.421047333943448,90883.1752600187,-99304.1219388876
"277",8,2019,"sc2","2","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,1,1,-2,0,1,0.460512328734245,14797.8452419704,1.06693552335786,8.60262906487594e-05,0.5,-1,0.1,7,2,4,1,1,4,0,4,0.92297040830459,48566.0245016673,-30106.6163355755
"278",8,2019,"sc2","3","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,4,0,-2,0,-3,-1.01595600164217,12006.6849125437,-18.9228391581458,-5.622061578402e-05,2,-1,0.4,7,-5,4,-2,1,-3,-1,-6,-1.7004819420626,-15868.5971583445,-18141.0416829075
"279",8,2019,"sc2","4","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,-1,0,0,0,-3,-0.524190799368079,5554.09702970407,-7.3072577993185,6.23593499267037e-05,-0.5,0,-0.1,-5,-3,-2,-2,0,-3,0,-9,-2.97434662010103,18660.6462080441,-78147.5786100647
"280",8,2019,"sc2","5","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,-2,-1,2,0,0,-0.324214468576663,12119.8382071135,146.732634280407,8.26412142390769e-06,-1,1,-0.2,-6,1,-3,0,-1,0,-1,-3,1.32657198987481,16105.2610575362,10426.1787399599
"281",9,2019,"sc1","1","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,0,0,0,-1,1,1.48413720012053,57456.3149229223,-94.4986817649386,0.000154860381597993,0,0,0,17,7,8,4,2,0,1,7,3.83794471117654,147921.227195276,-71162.3329717452
"282",9,2019,"sc1","2","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,-2,-2,-2,-1,3,-0.250910038106464,19228.2216661658,53.6506229296246,-9.73282019882476e-05,-1,-1,-0.2,-4,3,-2,2,0,-1,-1,5,4.98727356344751,73144.2775897208,26601.1936792295
"283",9,2019,"sc1","3","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,-1,-1,-2,-1,2,-2.55500826587826,17436.5888262342,37.1153104368515,4.08349307508506e-05,-0.5,-1,-0.1,4,2,2,1,0,-1,-2,-4,0.17773110907675,-8935.7767303218,12490.3989118568
"284",9,2019,"sc1","4","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,2,-1,1,2,-3,6.34582679755111,7547.71551771014,-91.1314080319314,0.000154684323065504,1,0.5,0.2,6,-1,3,0,1,2,3,-5,6.88738160471398,17212.1572646104,120535.474829669
"285",9,2019,"sc1","5","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,0,-1,2,-1,-4,1.18491098643846,14574.0881945253,-97.0383569461576,7.1513408070123e-05,0,1,0,-1,0,0,0,0,-3,-1,-8,0.213882827549737,11661.1860806247,-7383.52952962995
"286",9,2019,"sc2","1","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,7,0,4,-1,2,-1.26662991065414,-19298.7887107929,-104.496069402001,7.23262681587044e-06,3.5,2,0.7,16,5,8,2,2,2,-1,-3,0.464362283188944,59494.8756959713,-50207.6300321924
"287",9,2019,"sc2","2","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,1,2,3,1,-2,-1.48721240352606,13444.6135710673,152.189720994631,8.94556389845473e-05,0.5,1.5,0.1,3,1,2,0,0,0,3,-2,2.19766314116223,44896.0341896948,-942.771366450172
"288",9,2019,"sc2","3","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,0,-1,-1,0,-3,0.224149775901759,4502.65466976097,102.376864135114,3.98095000834523e-05,0,-0.5,0,0,-1,0,0,0,1,-1,-4,1.53102188926741,24434.2794417993,6186.15834354891
"289",9,2019,"sc2","4","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,-3,2,-2,0,-3,1.03214921320915,-18585.5504660029,-77.0668575051692,7.43506947301148e-05,-1.5,-1,-0.3,-6,-5,-3,-2,-1,4,2,-2,1.03260265420929,25300.5613749314,-4648.50829074564
"290",9,2019,"sc2","5","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,2,-1,-1,-2,2,-0.958992220788853,28280.4447694783,88.0416023883694,-0.000278225163261645,1,-0.5,0.2,0,-1,0,0,0,-1,-1,4,-1.07701381421705,44277.0625730008,-65817.3388573418
"291",10,2019,"sc1","1","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,0,1,1,0,-1,-2.04041078897498,49310.0057652067,100.214788078484,1.78782364723354e-06,0,0.5,0,6,11,3,6,1,2,0,1,-1.83820540288313,118116.948020297,-154881.056077959
"292",10,2019,"sc1","2","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,0,1,1,-1,-2,1.53802455761433,-22241.2508666666,-139.703083841388,9.38043755065045e-05,0,0.5,0,1,1,0,0,0,0,-3,-4,3.53692499477057,-29412.897649979,100151.39754539
"293",10,2019,"sc1","3","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,2,-1,0,1,0,0.330439009798075,2321.08292204451,-78.4411627534936,5.42348092258359e-05,1,0,0.2,2,0,1,0,0,0,1,-2,-0.512986715793857,-35464.0415154191,25204.307199542
"294",10,2019,"sc1","4","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,-1,-1,0,1,1,5.406351619126,4168.84219915865,-91.485497413988,1.19409332173138e-05,-0.5,0,-0.1,0,-2,0,-1,0,-2,-1,2,5.50129889652735,-8498.01692426123,118523.994854808
"295",10,2019,"sc1","5","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,2,4,0,0,-3,-0.628722709656676,2403.82993457886,128.782973327843,0.000123527340833697,1,0,0.2,8,0,4,0,1,4,-2,-1,0.570778558852486,-24646.2207140942,36061.7918911439
"296",10,2019,"sc2","1","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,0,0,1,1,-2,0.0918369444487677,11645.3205218005,259.714862719442,-1.29451335838559e-05,0,0.5,0,6,7,3,4,1,-2,1,-2,2.20551641196586,88301.0292186592,-44190.7009793419
"297",10,2019,"sc2","2","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,1,0,-2,0,-3,0.668794432530592,24550.6702063617,116.139686857537,-1.76178109392934e-05,0.5,-1,0.1,1,-1,0,0,0,0,-3,-5,-0.553068966872325,-30215.3971261396,19154.0177886931
"298",10,2019,"sc2","3","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,1,2,0,-1,-1,4.57997148322202,-13104.0380220449,211.594840477783,-8.02436380651014e-05,0.5,0,0.1,4,-2,2,-1,0,1,4,-2,15.2179170526572,22685.3227926165,281673.018260527
"299",10,2019,"sc2","4","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,3,-2,-2,-1,-1,-1.57062336977737,23101.7270756291,122.13617510261,-7.56720437367612e-05,1.5,-1,0.3,9,-3,4,-2,1,1,-2,1,-3.14721885261953,3400.96048360628,-66345.3375359969
"300",10,2019,"sc2","5","Scenario 2",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,0,-2,-2,0,0,1.06378850478194,-17572.6411224348,-91.4195727589303,-5.17811117274175e-06,0,-1,0,-5,-4,-2,-2,0,-2,2,-5,2.9249894789986,-12808.007766346,71307.797346318
"301",1,2020,"sc1","1","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,3,0,3,-1,1,3.23243128496068,31009.9926881273,73.3859500190898,7.14304578041397e-05,1.5,1.5,0.3,9,17,4,8,1,-2,-1,5,4.31029466372098,127554.758429907,-41348.8651554878
"302",1,2020,"sc1","2","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,3,0,4,-1,3,-1.98517753046156,14717.1684964576,107.713232037932,0.000241064993067892,1.5,2,0.3,6,5,3,2,1,2,-3,2,5.761589614245,31923.4080770382,83308.3842078618
"303",1,2020,"sc1","3","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,6,2,2,0,-1,2.13192549798893,6543.30176966504,34.7390082640549,9.11687270562177e-06,3,1,0.6,17,3,8,2,2,1,1,1,4.10696103584361,61374.1407060866,20765.0800107856
"304",1,2020,"sc1","4","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,0,0,0,0,1,2.98335630940292,-32688.0479896942,46.743864120328,6.63705848703767e-05,0,0,0,1,-1,0,0,0,-1,1,-1,5.86259720758904,-25736.2955352596,142988.23968704
"305",1,2020,"sc1","5","Scenario 1",FALSE,FALSE,FALSE,100,17,FALSE,0.2,20,0.66,20,0.6,0.6,0.6,0,0,1,2,2,0,-4,-0.147769428474705,-6556.01402086214,171.84212687332,0.000125139129999675,0.5,1,0.1,-2,2,-1,1,0,3,3,-10,4.27901253727884,17682.2056339552,67898.0451116216
